driver_condition,area_ratio,test_gas_gas_model,test_gas_name,p1,vs1,Ht,h,Ue,pitot_p,total_p,p2,T2,rho2,v2,M2,a2,gamma2,R2,Ht2,h2,p3,T3,rho3,v3,M3,a3,p5,T5,rho5,v5,M5,a5,p5d,T5d,rho5d,v5d,M5d,a5d,p8,T8,rho8,v8,M8,a8,gamma8,R8,unit_Re8,p10f,T10f,rho10f,v10f,M10f,a10f,p10e,T10e,rho10e,v10e,M10e,a10e,unit_Re10e,s2 Xe-,s2 XN-,s2 XO2+,s2 XN,s2 XN2,s2 XO+,s2 XN2O,s2 XN2+,s2 XO,s2 XO2,s2 XNO,s2 XO-,s2 XN+,s2 XNO2,s2 XNO+,s8 Xe-,s8 XN-,s8 XO2+,s8 XN,s8 XN2,s8 XO+,s8 XN2O,s8 XN2+,s8 XO,s8 XO2,s8 XNO,s8 XO-,s8 XN+,s8 XNO2,s8 XNO+,s10e Xe-,s10e XN-,s10e XO2+,s10e XN,s10e XN2,s10e XO+,s10e XN2O,s10e XN2+,s10e XO,s10e XO2,s10e XNO,s10e XO-,s10e XN+,s10e XNO2,s10e XNO+
custom_from_dict,175.0,CEAGas,n2-o2-with-ions,121297.03763010408,1792.965561223095,3389749.99993,59472.0,2603.747299539646,270886.2442356923,27418924.799947217,3864000.0,1665.0010561311908,8.052768988034293,1478.6476556008574,1.8764564157371286,788.0,1.294275890438328,288.18793109424286,2651169.99993,1557970.0,3864000.000000002,2986.8,5.0688,1478.6183002532794,1.5286036392569828,967.3,27416229.042320497,2980.7261832263266,31.878,0.0,0.0,1031.3,19365685.712971184,4028.9288561738313,17.774,0.0,0.0,1146.7,4417.345778648904,356.85,0.042953,2580.805300676516,6.811309846071565,378.9,1.3963106381477783,288.19792027729636,5212947.570183794,238040.79401510002,3526.3291677972943,0.2342274003949979,473.26282976508213,0.3972871577819847,1191.2361638046953,249820.00000000003,2845.4360785146046,0.3019959969984473,367.0688723749154,0.3681364681324996,997.1,1247168.5576702037,0.0,0.0,0.0,0.0,0.7887282989569278,0.0,9.263066221644613e-07,0.0,2.2488394627298525e-06,0.2086907152768229,0.0025249108014703675,0.0,0.0,5.36946989164339e-05,0.0,0.0,0.0,0.0,0.0,0.7899882913177266,0.0,0.0,0.0,0.0,0.20999981249296848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.693145494656129e-06,0.7651575499582343,0.0,3.148548933492075e-06,0.0,0.01744068171306424,0.18147639755240821,0.035876823645858674,0.0,0.0,3.451921772396779e-05,0.0
