driver_condition,area_ratio,test_gas_gas_model,test_gas_name,p1,vs1,Ht,h,Ue,pitot_p,total_p,p2,T2,rho2,v2,M2,a2,gamma2,R2,Ht2,h2,p3,T3,rho3,v3,M3,a3,p5,T5,rho5,v5,M5,a5,p5d,T5d,rho5d,v5d,M5d,a5d,p8,T8,rho8,v8,M8,a8,gamma8,R8,unit_Re8,p10f,T10f,rho10f,v10f,M10f,a10f,p10e,T10e,rho10e,v10e,M10e,a10e,unit_Re10e,s2 Xe-,s2 XN-,s2 XO2+,s2 XN,s2 XN2,s2 XO+,s2 XN2O,s2 XN2+,s2 XO,s2 XO2,s2 XNO,s2 XO-,s2 XN+,s2 XNO2,s2 XNO+,s8 Xe-,s8 XN-,s8 XO2+,s8 XN,s8 XN2,s8 XO+,s8 XN2O,s8 XN2+,s8 XO,s8 XO2,s8 XNO,s8 XO-,s8 XN+,s8 XNO2,s8 XNO+,s10e Xe-,s10e XN-,s10e XO2+,s10e XN,s10e XN2,s10e XO+,s10e XN2O,s10e XN2+,s10e XO,s10e XO2,s10e XNO,s10e XO-,s10e XN+,s10e XNO2,s10e XNO+
custom_from_dict,175.0,CEAGas,n2-o2-with-ions,57974.188765710824,2398.076719600592,6046439.99993,492340.0,3477.4818475241536,285271.5178552275,27433694.85672998,3356400.0,2585.50103529461,4.50100792483173,2038.6002711021804,2.1145112240454105,964.1,1.2414180704737714,288.4178576384071,4888719.99993,2810770.0,3356399.999999998,3181.21,3.1998,2038.533130594009,1.8505202710548376,1101.6,27227921.69322798,4402.115902729387,20.79,0.0,0.0,1258.9,20604883.982737027,4125.277244733487,13.966,0.0,0.0,1311.9,5904.950813813307,768.31,0.026668,3332.898143641739,6.084151412270425,547.8,1.3554917737177545,288.19792027729636,2439660.9490183876,250633.98756962194,5669.770601800151,0.15338526236082853,579.4652062498494,0.3893594823115321,1488.2524571116287,267490.0,3748.218816136283,0.22806412760349673,389.7225251012038,0.33176345032876803,1174.7,795219.8952727736,0.0,0.0,0.0,0.0,0.7765635503009274,0.0,8.188700923367748e-06,0.0,0.0016639785241946573,0.19612784229408603,0.02550855419398056,0.0,0.0,0.00011750391931399506,0.0,0.0,0.0,0.0,0.0,0.7899882913177266,0.0,0.0,0.0,0.0,0.20999981249296848,1.1380934210043958e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003402306646105078,0.6979044346634111,0.0,5.4437804729533235e-06,0.0,0.1577230671775192,0.0850220848906834,0.05899245316785587,0.0,0.0,2.3728531675560536e-05,9.288388514666656e-07
