driver_condition,area_ratio,test_gas_gas_model,test_gas_name,accelerator_gas_gas_model,accelerator_gas_name,p1,p5,vs1,vs2,Ht,h,Ue,pitot_p,total_p,basic_test_time_us,p2,T2,rho2,v2,M2,a2,gamma2,R2,Ht2,h2,p3,T3,rho3,v3,M3,a3,p7,T7,rho7,v7,M7,a7,p6,T6,rho6,v6,M6,a6,p8,T8,rho8,v8,M8,a8,gamma8,R8,unit_Re8,p10f,T10f,rho10f,v10f,M10f,a10f,p10e,T10e,rho10e,v10e,M10e,a10e,unit_Re10e,s2 Xe-,s2 XN-,s2 XO2+,s2 XN,s2 XN2,s2 XO+,s2 XN2O,s2 XN2+,s2 XO,s2 XO2,s2 XNO,s2 XO-,s2 XN+,s2 XNO2,s2 XNO+,s7 Xe-,s7 XN-,s7 XO2+,s7 XN,s7 XN2,s7 XO+,s7 XN2O,s7 XN2+,s7 XO,s7 XO2,s7 XNO,s7 XO-,s7 XN+,s7 XNO2,s7 XNO+,s8 Xe-,s8 XN-,s8 XO2+,s8 XN,s8 XN2,s8 XO+,s8 XN2O,s8 XN2+,s8 XO,s8 XO2,s8 XNO,s8 XO-,s8 XN+,s8 XNO2,s8 XNO+,s10e Xe-,s10e XN-,s10e XO2+,s10e XN,s10e XN2,s10e XO+,s10e XN2O,s10e XN2+,s10e XO,s10e XO2,s10e XNO,s10e XO-,s10e XN+,s10e XNO2,s10e XNO+
custom_from_dict,16,CEAGas,n2-o2-with-ions,CEAGas,air13species,152644.33869085033,152.79713582667702,2885.215152503301,6530.3158618024245,21904099.99993,-3822.5,6618.7763219389735,247172.74273829238,40008265000.036194,76.26431812704439,12944999.999999998,3390.1022348451797,13.163382813040673,2495.833122730201,2.280966114723269,1094.2,1.1939207136366972,290.08827018351826,7201019.99993,4086420.0,12945000.000000011,3380.73,3.9912,2495.659770953684,1.2603069240246865,1980.2,23168.503996250733,848.9,0.094701,6530.315861802419,11.374875216517015,574.1,70934.0,6542.311612869106,0.025442214739893495,6072.155519533176,3.411514983725589,1779.9,495.3837760002822,294.37,0.0058393,6619.367813840554,19.21442035947911,344.5,1.3986128510001385,288.19792027729636,2096575.9641657164,213251.76304936092,21345.022858267745,0.0346661142221527,1114.984266412572,0.3801248384048913,2933.205499254807,237670.0,6976.811340629053,0.08000780947519309,483.10877061749306,0.26201799035551204,1843.8,196574.65531891954,0.0,0.0,0.0,9.848258861830408e-06,0.7527645076998863,0.0,4.1321188926857644e-05,0.0,0.013399808355313323,0.16973018925709712,0.06375234382342257,0.0,0.0,0.0002991581258762539,0.0,0.0,0.0,0.0,0.0,0.7899882913177266,0.0,0.0,0.0,0.0,0.20999079652986988,4.4256517841372255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7899882913177266,0.0,0.0,0.0,0.0,0.20999981249296848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671041487288226,0.34814316577066684,3.878050995585846e-05,4.5677793732732294e-07,1.3275736435741775e-05,0.2780403265122442,0.0001114114179281723,0.005555432608702897,0.0,5.376764612154627e-05,0.0,0.0004265688088638157
